city,year,annual_mm,jjas_mm,ond_mm,rainy_days,heavy_days,very_heavy_days,extremely_heavy_days,max_1day_mm,days_reported
ahmedabad,1921,1018.6,1018.6,0.0,44,3,1,0,136.4,365
ahmedabad,1922,895.3,895.3,0.0,41,4,1,0,152.9,365
ahmedabad,1923,362.0,344.1,2.6,27,0,0,0,48.9,365
ahmedabad,1924,658.7,620.4,3.1,35,1,1,0,116.1,366
ahmedabad,1925,604.9,577.6,15.6,35,1,1,0,197.7,365
ahmedabad,1926,1268.4,1247.9,0.0,61,3,1,0,183.3,365
ahmedabad,1927,1945.9,1913.9,29.8,51,7,5,2,384.3,365
ahmedabad,1928,840.6,797.2,43.4,43,0,0,0,56.2,366
ahmedabad,1929,622.6,600.1,6.0,42,1,0,0,65.7,365
ahmedabad,1930,708.7,697.3,8.8,46,2,0,0,90.0,365
ahmedabad,1931,801.3,753.9,46.1,43,1,0,0,103.3,365
ahmedabad,1932,771.8,761.3,10.5,37,2,0,0,105.9,366
ahmedabad,1933,1118.9,1064.5,5.4,45,4,1,0,144.9,365
ahmedabad,1934,732.0,731.1,0.9,41,2,0,0,110.1,365
ahmedabad,1935,565.2,536.3,19.4,39,0,0,0,48.0,365
ahmedabad,1936,518.4,491.9,23.3,32,1,0,0,83.9,366
ahmedabad,1937,1092.9,1089.1,0.7,41,3,1,0,141.2,365
ahmedabad,1938,512.4,481.2,5.6,33,0,0,0,64.0,365
ahmedabad,1939,500.7,494.8,0.0,25,1,1,0,135.4,365
ahmedabad,1940,472.9,432.8,20.0,38,1,0,0,70.9,366
ahmedabad,1941,1132.5,1128.4,0.0,28,5,2,1,294.8,365
ahmedabad,1942,1109.8,1082.5,0.0,37,5,0,0,114.6,365
ahmedabad,1943,877.7,806.9,49.6,45,1,0,0,69.7,365
ahmedabad,1944,997.2,987.7,0.0,53,1,0,0,89.1,366
ahmedabad,1945,869.3,860.3,0.0,41,2,0,0,103.7,365
ahmedabad,1946,700.0,671.5,25.9,47,1,0,0,75.2,365
ahmedabad,1947,668.0,585.4,54.8,37,1,0,0,78.6,365
ahmedabad,1948,287.7,207.0,31.5,23,0,0,0,33.3,366
ahmedabad,1949,590.3,578.6,11.7,31,1,0,0,110.3,365
ahmedabad,1950,1139.9,1139.9,0.0,40,3,2,1,217.7,365
ahmedabad,1951,397.7,389.4,8.3,22,1,0,0,70.0,365
ahmedabad,1952,636.5,636.5,0.0,29,1,1,0,140.9,366
ahmedabad,1953,980.2,961.3,0.0,44,3,0,0,101.6,365
ahmedabad,1954,948.3,937.8,4.4,38,4,0,0,103.1,365
ahmedabad,1955,774.5,750.5,24.0,44,1,0,0,70.0,365
ahmedabad,1956,1159.6,1083.3,71.1,52,5,0,0,111.6,366
ahmedabad,1957,404.5,365.0,30.0,32,0,0,0,48.6,365
ahmedabad,1958,935.2,886.5,48.7,44,4,2,0,139.1,365
ahmedabad,1959,1331.1,1231.4,94.6,63,4,1,0,124.5,365
ahmedabad,1960,415.3,404.9,6.3,27,0,0,0,43.2,366
ahmedabad,1961,829.9,818.4,3.2,56,1,0,0,71.5,365
ahmedabad,1962,603.4,593.1,10.3,31,2,1,0,124.4,365
ahmedabad,1963,926.0,840.7,66.6,44,3,0,0,95.3,365
ahmedabad,1964,683.4,678.9,0.0,40,3,0,0,102.1,366
ahmedabad,1965,440.4,424.4,0.8,28,1,0,0,71.2,365
ahmedabad,1966,593.3,590.8,0.0,28,2,1,0,136.5,365
ahmedabad,1967,910.7,869.9,15.2,47,3,1,1,268.3,365
ahmedabad,1968,378.1,372.9,0.0,17,1,0,0,73.4,366
ahmedabad,1969,496.5,495.4,1.1,31,0,0,0,60.9,365
ahmedabad,1970,1177.7,1163.0,6.9,51,4,0,0,111.6,365
ahmedabad,1971,553.5,528.6,12.6,37,1,0,0,96.1,365
ahmedabad,1972,324.1,313.4,0.0,24,0,0,0,45.9,366
ahmedabad,1973,887.5,881.0,1.2,47,2,0,0,80.5,365
ahmedabad,1974,328.0,272.5,23.0,15,2,0,0,95.6,365
ahmedabad,1975,1222.3,1210.4,12.0,41,5,2,0,187.9,365
ahmedabad,1976,1366.8,1328.6,35.6,51,4,3,1,251.9,366
ahmedabad,1977,1261.9,1189.0,1.7,54,5,1,0,123.7,365
ahmedabad,1978,790.0,744.1,45.1,37,2,0,0,109.2,365
ahmedabad,1979,710.2,599.3,90.7,32,1,1,0,125.2,365
ahmedabad,1980,777.6,748.2,29.5,37,2,0,0,84.5,366
ahmedabad,1981,1269.8,1188.0,70.8,35,5,2,1,308.3,365
ahmedabad,1982,828.9,514.3,105.6,34,3,0,0,113.5,365
ahmedabad,1983,1051.6,959.5,85.2,60,3,0,0,90.5,365
ahmedabad,1984,677.2,677.2,0.0,33,3,0,0,112.8,366
ahmedabad,1985,706.9,451.4,240.2,26,5,1,0,135.6,365
ahmedabad,1986,421.4,411.9,0.0,23,1,0,0,75.5,365
ahmedabad,1987,238.7,223.8,10.8,17,0,0,0,55.6,365
ahmedabad,1988,766.3,758.6,0.8,48,0,0,0,55.6,366
ahmedabad,1989,672.2,670.7,0.0,35,0,0,0,57.0,365
ahmedabad,1990,1017.2,964.4,31.2,43,3,1,1,249.8,365
ahmedabad,1991,549.2,549.2,0.0,21,0,0,0,62.9,365
ahmedabad,1992,539.2,537.0,2.2,33,1,0,0,83.2,366
ahmedabad,1993,681.6,674.1,7.4,21,3,2,0,143.5,365
ahmedabad,1994,1310.4,1308.0,0.0,53,4,2,0,179.7,365
ahmedabad,1995,373.3,367.6,2.5,26,0,0,0,47.2,365
ahmedabad,1996,782.4,745.8,36.7,40,2,0,0,88.0,366
ahmedabad,1997,1240.3,1228.7,1.1,35,5,3,1,240.9,365
ahmedabad,1998,972.4,935.1,37.0,44,3,0,0,95.5,365
ahmedabad,1999,600.3,536.2,57.2,23,5,0,0,108.2,365
ahmedabad,2000,727.8,654.6,1.2,17,2,1,1,323.4,366
ahmedabad,2001,665.7,632.7,19.3,32,3,0,0,111.0,365
ahmedabad,2002,394.2,394.0,0.1,26,0,0,0,43.3,365
ahmedabad,2003,875.0,872.0,0.0,38,2,2,0,168.8,365
ahmedabad,2004,830.4,806.8,10.2,41,3,0,0,77.4,366
ahmedabad,2005,1281.3,1281.3,0.0,40,5,3,1,243.5,365
ahmedabad,2006,1103.1,1099.4,0.0,41,3,0,0,100.6,365
ahmedabad,2007,803.9,803.3,0.0,35,4,0,0,80.0,365
ahmedabad,2008,672.4,657.9,5.4,32,1,0,0,92.3,366
ahmedabad,2009,487.5,481.2,6.4,18,3,0,0,82.9,365
ahmedabad,2010,1222.8,1183.6,38.1,59,2,1,0,185.1,365
ahmedabad,2011,992.5,992.5,0.0,50,2,1,0,126.0,365
ahmedabad,2012,621.8,619.0,0.0,33,1,0,0,68.8,366
ahmedabad,2013,1089.3,1026.2,58.4,50,3,1,0,126.5,365
ahmedabad,2014,900.9,876.6,6.9,34,3,1,1,259.7,365
ahmedabad,2015,632.8,584.4,0.0,25,4,1,0,117.2,365
ahmedabad,2016,604.6,514.4,87.0,40,1,0,0,69.1,366
ahmedabad,2017,986.0,975.8,8.9,48,4,1,0,146.9,365
ahmedabad,2018,350.1,350.1,0.0,23,1,0,0,77.1,365
ahmedabad,2019,874.5,822.0,50.1,44,1,0,0,100.8,365
ahmedabad,2020,847.8,833.8,2.9,47,1,0,0,65.6,366
ahmedabad,2021,707.1,580.5,14.7,43,1,0,0,93.4,365
ahmedabad,2022,743.5,720.9,18.6,47,1,0,0,84.6,365
ahmedabad,2023,792.4,708.5,29.4,33,2,1,0,127.4,365
ahmedabad,2024,1003.8,986.9,6.8,47,4,1,0,128.5,366
ahmedabad,2025,988.8,861.1,47.1,56,2,0,0,101.5,365
bengaluru,1901,919.0,499.4,176.0,68,2,0,0,97.3,365
bengaluru,1902,812.8,364.1,266.0,55,2,0,0,71.9,365
bengaluru,1903,1302.8,767.0,466.8,84,2,1,0,116.6,365
bengaluru,1904,799.1,381.5,168.0,48,0,0,0,59.2,366
bengaluru,1905,848.8,411.3,239.5,54,2,0,0,91.1,365
bengaluru,1906,1011.8,712.1,232.0,68,0,0,0,52.2,365
bengaluru,1907,764.9,488.6,74.5,48,2,0,0,92.0,365
bengaluru,1908,637.3,287.1,61.9,52,0,0,0,57.4,366
bengaluru,1909,987.9,492.6,183.3,61,2,1,0,125.6,365
bengaluru,1910,1132.2,682.4,402.7,73,1,0,0,82.3,365
bengaluru,1911,753.5,249.9,321.8,54,1,0,0,104.4,365
bengaluru,1912,1056.7,792.4,180.1,59,2,0,0,104.3,366
bengaluru,1913,562.2,435.0,68.5,48,1,0,0,70.9,365
bengaluru,1914,673.5,333.2,178.2,54,1,0,0,65.6,365
bengaluru,1915,922.0,546.2,169.0,61,0,0,0,54.0,365
bengaluru,1916,1235.8,657.7,408.9,75,3,0,0,95.3,366
bengaluru,1917,906.3,575.3,154.4,72,1,0,0,69.2,365
bengaluru,1918,758.8,295.9,207.6,52,1,0,0,86.0,365
bengaluru,1919,982.2,517.2,257.9,68,0,0,0,49.0,365
bengaluru,1920,597.7,373.5,129.8,49,0,0,0,38.7,366
bengaluru,1921,875.2,461.1,232.4,55,1,0,0,69.7,365
bengaluru,1922,844.7,282.0,426.5,66,1,0,0,70.2,365
bengaluru,1923,605.9,349.6,36.0,53,0,0,0,44.4,365
bengaluru,1924,694.7,504.8,79.2,55,0,0,0,59.5,366
bengaluru,1925,734.1,371.4,107.3,62,0,0,0,57.8,365
bengaluru,1926,747.8,422.8,136.9,59,0,0,0,62.2,365
bengaluru,1927,630.5,475.7,58.0,46,1,0,0,83.8,365
bengaluru,1928,868.4,383.5,381.0,53,1,0,0,67.0,366
bengaluru,1929,788.9,259.2,263.9,61,0,0,0,63.0,365
bengaluru,1930,977.9,393.7,300.4,60,0,0,0,64.4,365
bengaluru,1931,651.5,427.1,115.6,55,0,0,0,48.6,365
bengaluru,1932,1094.8,445.7,416.5,75,0,0,0,48.9,366
bengaluru,1933,998.4,510.3,269.3,60,0,0,0,60.2,365
bengaluru,1934,616.5,174.9,281.3,47,2,0,0,72.8,365
bengaluru,1935,1028.1,647.7,276.6,55,1,0,0,114.3,365
bengaluru,1936,740.1,441.4,118.3,63,0,0,0,43.9,366
bengaluru,1937,788.4,306.9,158.3,53,0,0,0,41.7,365
bengaluru,1938,758.5,638.8,34.9,54,1,0,0,65.5,365
bengaluru,1939,918.2,414.3,267.2,59,2,0,0,87.2,365
bengaluru,1940,882.6,346.9,305.3,66,0,0,0,63.0,366
bengaluru,1941,793.5,382.5,256.5,59,0,0,0,64.1,365
bengaluru,1942,772.2,442.2,240.0,64,0,0,0,55.7,365
bengaluru,1943,1158.9,436.0,422.6,74,2,0,0,104.4,365
bengaluru,1944,932.6,495.2,210.8,72,1,0,0,76.9,366
bengaluru,1945,552.7,346.2,69.7,43,0,0,0,37.8,365
bengaluru,1946,1046.2,535.6,332.1,78,0,0,0,42.1,365
bengaluru,1947,824.8,530.4,220.8,64,0,0,0,47.8,365
bengaluru,1948,926.5,553.3,169.7,68,1,0,0,81.2,366
bengaluru,1949,942.4,589.3,236.1,73,0,0,0,53.2,365
bengaluru,1950,767.1,297.9,357.5,56,1,0,0,68.7,365
bengaluru,1951,737.8,429.2,150.3,58,0,0,0,51.0,365
bengaluru,1952,767.2,357.9,241.3,55,1,0,0,65.2,366
bengaluru,1953,1149.5,427.6,527.8,75,3,0,0,110.0,365
bengaluru,1954,826.6,424.0,196.5,68,1,0,0,68.9,365
bengaluru,1955,754.2,423.3,171.3,72,0,0,0,39.7,365
bengaluru,1956,1073.6,433.4,591.9,72,3,0,0,73.9,366
bengaluru,1957,654.7,179.8,182.4,54,1,0,0,76.7,365
bengaluru,1958,1157.3,612.2,240.9,69,1,0,0,100.5,365
bengaluru,1959,833.5,557.3,66.0,64,1,0,0,96.0,365
bengaluru,1960,824.8,451.8,259.2,66,0,0,0,59.0,366
bengaluru,1961,867.1,445.1,247.4,66,1,0,0,66.0,365
bengaluru,1962,1023.1,639.5,266.7,93,0,0,0,45.4,365
bengaluru,1963,923.2,445.6,269.9,65,1,0,0,78.9,365
bengaluru,1964,1083.2,677.9,312.3,58,2,0,0,90.2,366
bengaluru,1965,577.0,414.6,84.8,42,2,0,0,69.2,365
bengaluru,1966,1113.6,537.9,402.4,68,3,0,0,93.7,365
bengaluru,1967,678.5,389.1,162.1,51,0,0,0,55.6,365
bengaluru,1968,875.5,567.1,157.9,60,0,0,0,55.2,366
bengaluru,1969,1073.6,386.6,436.8,65,1,0,0,72.1,365
bengaluru,1970,972.8,432.8,329.0,62,1,0,0,68.7,365
bengaluru,1971,855.3,466.1,177.3,63,0,0,0,63.4,365
bengaluru,1972,865.9,385.5,333.1,61,0,0,0,55.2,366
bengaluru,1973,932.1,640.4,237.6,71,1,0,0,65.5,365
bengaluru,1974,845.8,489.8,172.4,66,0,0,0,61.4,365
bengaluru,1975,995.2,573.4,304.7,72,2,0,0,72.5,365
bengaluru,1976,763.1,355.3,232.8,53,0,0,0,61.0,366
bengaluru,1977,1044.9,423.3,389.4,75,1,0,0,96.8,365
bengaluru,1978,778.6,461.6,155.7,57,0,0,0,51.1,365
bengaluru,1979,1087.9,666.1,279.7,74,2,0,0,80.9,365
bengaluru,1980,767.0,443.3,138.7,66,1,0,0,112.3,366
bengaluru,1981,780.5,402.2,157.9,59,0,0,0,50.6,365
bengaluru,1982,774.0,519.9,134.0,47,1,0,0,74.0,365
bengaluru,1983,792.8,583.7,107.6,66,0,0,0,48.4,365
bengaluru,1984,765.4,412.5,149.7,51,1,0,0,77.1,366
bengaluru,1985,609.9,347.0,158.6,58,0,0,0,38.2,365
bengaluru,1986,1014.4,724.9,153.5,60,2,0,0,105.3,365
bengaluru,1987,753.9,349.0,250.3,63,0,0,0,49.6,365
bengaluru,1988,1049.6,779.7,64.4,65,3,0,0,107.4,366
bengaluru,1989,803.5,509.3,218.0,54,0,0,0,60.5,365
bengaluru,1990,503.6,268.9,97.0,47,0,0,0,43.5,365
bengaluru,1991,1285.1,571.4,504.5,73,2,0,0,110.7,365
bengaluru,1992,759.9,448.8,186.3,61,0,0,0,57.5,366
bengaluru,1993,620.2,412.6,169.5,62,0,0,0,59.1,365
bengaluru,1994,418.1,131.3,170.4,49,0,0,0,26.9,365
bengaluru,1995,337.0,217.0,81.0,49,0,0,0,13.6,365
bengaluru,1996,451.2,317.8,66.2,61,0,0,0,26.1,366
bengaluru,1997,485.1,210.3,216.3,47,0,0,0,44.6,365
bengaluru,1998,1307.3,675.1,594.8,61,6,3,0,188.5,365
bengaluru,1999,445.3,208.3,144.3,63,0,0,0,16.3,365
bengaluru,2000,429.9,276.5,86.9,59,0,0,0,17.6,366
bengaluru,2001,447.9,269.0,94.0,48,0,0,0,29.2,365
bengaluru,2002,295.7,142.8,82.4,44,0,0,0,23.2,365
bengaluru,2003,714.0,361.2,298.7,60,0,0,0,57.5,365
bengaluru,2004,1072.6,596.9,236.6,71,0,0,0,61.8,366
bengaluru,2005,1455.8,677.2,568.2,77,3,0,0,84.2,365
bengaluru,2006,522.4,249.1,101.5,50,0,0,0,42.5,365
bengaluru,2007,1076.0,656.6,183.9,67,2,0,0,80.0,365
bengaluru,2008,1060.7,603.9,173.0,64,3,0,0,107.8,366
bengaluru,2009,762.9,485.9,82.2,56,0,0,0,48.9,365
bengaluru,2010,1055.7,488.7,272.3,87,1,0,0,66.6,365
bengaluru,2011,1189.7,572.3,217.9,85,2,0,0,106.8,365
bengaluru,2012,676.2,330.8,193.2,42,2,0,0,84.9,366
bengaluru,2013,1077.7,686.2,215.0,66,1,0,0,80.8,365
bengaluru,2014,903.5,472.8,329.7,60,1,0,0,66.0,365
bengaluru,2015,1183.8,439.3,372.2,76,1,0,0,75.7,365
bengaluru,2016,817.9,525.0,94.6,54,2,0,0,68.9,366
bengaluru,2017,1426.1,873.3,301.4,73,1,1,0,133.0,365
bengaluru,2018,838.3,434.1,99.7,65,0,0,0,40.8,365
bengaluru,2019,1013.9,449.4,338.0,66,1,0,0,82.3,365
bengaluru,2020,1126.4,572.8,321.4,69,1,0,0,68.0,366
bengaluru,2021,1396.1,569.0,610.7,90,1,0,0,88.0,365
bengaluru,2022,1945.6,1106.5,429.9,99,5,1,0,119.0,365
bengaluru,2023,893.4,423.0,184.5,66,1,0,0,77.2,365
bengaluru,2024,989.9,443.1,402.2,72,1,0,0,76.3,366
bengaluru,2025,966.4,460.5,128.4,68,1,0,0,83.8,365
chennai,1901,1352.8,403.8,859.2,68,3,1,0,169.8,365
chennai,1902,1375.3,311.7,1054.3,66,4,1,0,201.4,365
chennai,1903,1741.1,465.4,1094.7,87,6,1,0,132.8,365
chennai,1904,480.1,249.2,140.0,41,0,0,0,34.5,366
chennai,1905,1115.8,253.3,783.4,63,3,1,0,137.9,365
chennai,1906,1273.8,337.6,739.2,66,4,0,0,113.3,365
chennai,1907,954.6,212.6,717.6,56,4,0,0,74.7,365
chennai,1908,1264.5,366.5,874.2,57,3,3,0,143.0,366
chennai,1909,934.9,502.2,105.1,55,4,1,0,115.9,365
chennai,1910,1082.2,394.7,684.8,57,3,1,0,170.8,365
chennai,1911,827.5,296.9,529.0,47,2,0,0,76.3,365
chennai,1912,1201.1,302.4,863.3,55,3,2,0,174.3,366
chennai,1913,1571.0,202.8,1307.2,51,7,2,0,195.3,365
chennai,1914,1205.3,425.7,712.5,70,4,0,0,83.8,365
chennai,1915,1325.5,371.8,759.9,56,6,1,0,116.2,365
chennai,1916,1191.4,301.7,889.2,63,2,2,0,133.5,366
chennai,1917,1504.4,505.8,955.8,70,4,2,0,179.4,365
chennai,1918,1576.0,189.2,1021.0,71,6,0,0,112.7,365
chennai,1919,1186.3,420.6,727.7,72,2,0,0,105.5,365
chennai,1920,1662.8,179.2,1269.9,59,8,3,0,145.2,366
chennai,1921,1762.5,583.2,1027.5,65,5,1,0,155.7,365
chennai,1922,1545.5,281.9,1157.5,74,6,2,0,155.3,365
chennai,1923,886.2,220.2,519.8,54,2,0,0,90.4,365
chennai,1924,985.2,385.0,570.0,56,3,0,0,90.4,366
chennai,1925,1596.6,281.3,1142.1,76,4,0,0,101.8,365
chennai,1926,833.7,291.8,471.9,55,1,0,0,91.0,365
chennai,1927,860.4,297.2,533.0,62,1,0,0,99.9,365
chennai,1928,991.1,361.2,558.9,75,2,0,0,82.1,366
chennai,1929,1244.1,393.2,684.4,77,2,0,0,93.3,365
chennai,1930,1897.2,331.5,1305.4,83,4,2,0,144.6,365
chennai,1931,1459.9,375.8,1024.8,75,2,2,0,179.7,365
chennai,1932,1072.1,213.8,763.9,55,3,2,0,140.4,366
chennai,1933,1169.5,246.8,866.3,52,4,2,0,178.9,365
chennai,1934,1057.3,317.9,670.6,49,3,1,0,165.5,365
chennai,1935,1068.4,396.6,645.6,49,3,1,1,231.7,365
chennai,1936,1212.3,426.4,671.7,75,2,1,0,126.5,366
chennai,1937,1578.5,419.7,1072.9,67,5,1,0,129.7,365
chennai,1938,662.7,354.8,252.7,47,1,0,0,107.3,365
chennai,1939,1080.5,274.1,629.4,59,2,0,0,111.8,365
chennai,1940,1440.6,260.2,1008.3,67,4,2,0,153.7,366
chennai,1941,1685.3,393.1,1282.7,71,8,2,0,139.2,365
chennai,1942,837.9,269.1,546.1,53,2,0,0,84.7,365
chennai,1943,1665.8,325.2,998.8,70,7,1,0,146.6,365
chennai,1944,1775.6,316.2,1252.1,82,6,1,1,291.1,366
chennai,1945,1065.9,342.1,614.0,57,3,0,0,74.3,365
chennai,1946,2407.1,374.5,1934.2,88,13,5,0,138.1,365
chennai,1947,1035.6,531.0,317.8,59,3,0,0,95.0,365
chennai,1948,771.2,268.4,463.2,59,0,0,0,53.1,366
chennai,1949,944.4,519.2,181.3,59,2,1,0,176.0,365
chennai,1950,973.9,423.3,464.5,51,2,1,0,146.4,365
chennai,1951,742.9,359.8,306.5,56,2,0,0,89.2,365
chennai,1952,1067.8,173.3,380.7,40,2,2,1,304.9,366
chennai,1953,929.0,407.7,498.2,56,0,0,0,62.1,365
chennai,1954,1087.4,423.5,631.6,57,2,0,0,78.9,365
chennai,1955,1148.1,348.7,517.3,70,2,0,0,92.3,365
chennai,1956,1108.2,427.2,545.7,86,0,0,0,51.4,366
chennai,1957,1043.9,395.9,636.4,59,3,1,0,121.0,365
chennai,1958,1309.9,317.3,920.3,65,4,2,0,135.6,365
chennai,1959,849.5,244.8,548.6,55,1,0,0,102.0,365
chennai,1960,1270.0,348.0,900.0,65,5,1,0,116.1,366
chennai,1961,1125.4,599.1,465.9,73,1,0,0,68.2,365
chennai,1962,1216.2,544.7,510.6,96,0,0,0,63.8,365
chennai,1963,1157.8,300.4,645.3,65,3,0,0,82.2,365
chennai,1964,1194.0,409.4,784.6,52,4,0,0,114.4,366
chennai,1965,1214.3,360.5,826.8,79,1,0,0,92.4,365
chennai,1966,1472.2,650.1,736.9,67,5,1,0,117.5,365
chennai,1967,1146.2,417.2,599.1,68,1,1,0,167.2,365
chennai,1968,819.6,303.2,424.3,66,0,0,0,46.7,366
chennai,1969,1381.3,228.2,1125.0,62,4,2,0,200.7,365
chennai,1970,997.4,452.4,537.5,55,2,0,0,107.4,365
chennai,1971,1005.7,280.3,655.9,65,3,1,0,131.7,365
chennai,1972,1300.0,233.8,957.0,74,3,0,0,72.0,366
chennai,1973,847.4,344.8,491.8,58,0,0,0,63.3,365
chennai,1974,716.8,268.0,434.6,51,1,0,0,75.0,365
chennai,1975,1363.1,616.5,733.3,65,4,1,0,119.5,365
chennai,1976,1556.9,661.0,893.5,73,4,2,1,267.1,366
chennai,1977,1346.5,304.1,1023.0,70,5,0,0,82.3,365
chennai,1978,1314.1,364.4,944.3,73,2,2,0,129.4,365
chennai,1979,1130.4,330.8,680.0,68,2,1,0,121.0,365
chennai,1980,1008.2,249.2,758.0,51,4,1,0,163.1,366
chennai,1981,1077.4,493.2,528.6,68,1,0,0,113.8,365
chennai,1982,714.7,246.6,462.5,47,1,1,0,191.2,365
chennai,1983,1612.8,700.3,910.4,75,3,1,1,306.2,365
chennai,1984,1842.4,491.1,1080.5,69,5,3,2,270.0,366
chennai,1985,1716.5,466.5,1144.6,68,5,3,1,290.6,365
chennai,1986,1257.1,262.6,679.1,66,3,1,0,145.3,365
chennai,1987,1228.7,331.5,836.5,69,1,0,0,65.9,365
chennai,1988,1405.2,512.2,828.2,54,6,1,0,168.3,366
chennai,1989,1260.1,477.9,765.6,68,5,1,0,127.6,365
chennai,1990,1808.4,472.5,935.6,79,6,2,0,196.1,365
chennai,1991,1896.5,625.0,1257.2,64,8,4,2,249.1,365
chennai,1992,1107.4,343.3,692.7,55,5,0,0,82.0,366
chennai,1993,1095.2,330.5,733.4,76,1,0,0,67.8,365
chennai,1994,1391.8,158.9,1188.0,62,4,2,1,227.0,365
chennai,1995,1337.7,482.4,509.9,72,3,0,0,86.2,365
chennai,1996,1842.8,832.6,981.5,67,3,2,1,314.7,366
chennai,1997,1244.5,293.9,929.7,78,3,0,0,105.9,365
chennai,1998,928.3,302.5,590.5,66,1,0,0,65.9,365
chennai,1999,782.2,259.4,485.1,56,0,0,0,47.4,365
chennai,2000,691.0,271.1,183.1,56,1,0,0,77.1,366
chennai,2001,290.7,43.7,141.1,28,0,0,0,25.2,365
chennai,2002,713.5,297.9,345.9,52,0,0,0,49.0,365
chennai,2003,204.1,116.0,86.2,23,0,0,0,29.1,365
chennai,2004,1101.5,352.2,583.9,67,1,0,0,112.6,366
chennai,2005,2405.1,327.8,1924.6,74,9,5,2,235.1,365
chennai,2006,1296.1,421.3,841.1,72,3,1,0,132.7,365
chennai,2007,1045.7,420.8,615.1,66,2,1,0,147.4,365
chennai,2008,1665.5,373.7,1037.9,65,8,2,0,193.5,366
chennai,2009,1256.2,311.2,891.8,60,3,2,0,131.0,365
chennai,2010,1662.9,811.5,723.7,86,2,0,0,102.0,365
chennai,2011,1432.3,521.1,746.7,75,3,0,0,73.4,365
chennai,2012,1171.1,406.8,707.3,59,3,1,0,127.6,366
chennai,2013,1015.0,609.4,356.1,66,0,0,0,49.3,365
chennai,2014,1097.7,415.0,668.3,57,3,0,0,92.7,365
chennai,2015,2311.1,481.7,1742.1,81,6,4,2,329.3,365
chennai,2016,991.0,463.6,310.2,41,4,0,0,113.5,366
chennai,2017,1571.6,623.3,930.8,71,4,1,0,122.5,365
chennai,2018,873.9,343.8,522.1,45,3,0,0,102.8,365
chennai,2019,1183.3,505.3,676.1,70,2,0,0,91.6,365
chennai,2020,1310.9,348.9,900.6,68,4,0,0,115.5,366
chennai,2021,2148.9,574.6,1413.9,88,7,2,0,164.8,365
chennai,2022,1572.5,492.2,932.3,83,3,2,0,130.3,365
chennai,2023,1568.5,512.8,922.2,75,5,1,0,180.8,365
chennai,2024,1774.0,583.8,1114.0,81,6,1,0,155.0,366
chennai,2025,1754.0,609.3,964.1,80,7,1,0,196.7,365
delhi,1901,347.4,294.7,5.2,24,0,0,0,34.0,365
delhi,1902,483.4,461.2,10.8,24,1,0,0,101.0,365
delhi,1903,269.6,238.7,9.6,19,0,0,0,45.0,365
delhi,1904,512.3,401.4,29.5,36,1,1,0,117.2,366
delhi,1905,346.4,251.8,0.2,22,0,0,0,47.6,365
delhi,1906,829.0,730.6,12.7,47,2,0,0,93.6,365
delhi,1907,367.6,214.9,0.0,22,0,0,0,55.6,365
delhi,1908,665.1,622.0,3.4,40,2,0,0,84.4,366
delhi,1909,640.5,494.9,45.2,48,0,0,0,51.4,365
delhi,1910,586.4,469.5,88.6,33,2,0,0,92.2,365
delhi,1911,582.8,407.0,62.7,30,2,1,0,133.7,365
delhi,1912,737.7,649.4,0.0,33,4,0,0,114.9,366
delhi,1913,489.4,348.4,12.8,31,0,0,0,48.2,365
delhi,1914,809.2,712.3,25.5,47,1,0,0,114.5,365
delhi,1915,498.5,337.8,5.6,37,1,0,0,90.1,365
delhi,1916,851.1,766.7,35.1,53,1,0,0,69.5,366
delhi,1917,901.8,645.0,71.0,57,1,0,0,71.2,365
delhi,1918,257.9,203.1,0.0,25,0,0,0,25.4,365
delhi,1919,580.0,384.8,33.8,42,0,0,0,47.1,365
delhi,1920,525.2,434.6,0.0,27,2,0,0,106.2,366
delhi,1921,603.6,513.2,43.5,30,1,0,0,69.0,365
delhi,1922,822.7,726.4,43.7,41,1,0,0,75.0,365
delhi,1923,770.6,626.4,55.6,39,2,0,0,76.9,365
delhi,1924,733.2,578.9,49.4,43,2,0,0,91.0,366
delhi,1925,534.0,509.2,14.3,36,0,0,0,51.7,365
delhi,1926,643.7,545.5,5.2,45,1,0,0,71.1,365
delhi,1927,651.1,510.6,56.1,40,1,0,0,97.8,365
delhi,1928,345.2,148.8,74.1,34,0,0,0,40.2,366
delhi,1929,381.1,332.1,20.2,31,0,0,0,34.1,365
delhi,1930,612.1,531.6,7.8,34,1,0,0,74.1,365
delhi,1931,594.4,432.5,93.4,37,1,0,0,68.5,365
delhi,1932,470.8,431.8,7.8,26,0,0,0,56.3,366
delhi,1933,1425.7,1262.9,67.8,61,6,1,0,119.0,365
delhi,1934,948.4,839.7,32.2,45,3,0,0,90.1,365
delhi,1935,656.5,533.1,28.8,41,1,1,0,123.0,365
delhi,1936,868.2,769.7,57.6,45,2,0,0,92.7,366
delhi,1937,566.5,438.5,12.8,30,2,1,0,136.5,365
delhi,1938,325.3,253.5,0.2,22,0,0,0,45.4,365
delhi,1939,392.6,350.3,0.0,33,0,0,0,39.5,365
delhi,1940,567.1,469.5,0.0,37,1,0,0,77.8,366
delhi,1941,380.1,284.1,1.8,29,0,0,0,48.1,365
delhi,1942,833.0,759.0,8.0,46,1,0,0,81.8,365
delhi,1943,612.0,591.4,0.0,32,2,0,0,78.8,365
